id,corr
597482888244925439,0.944198231180938
-8804736012241496866,0.9642039483548327
-2784205553788283389,0.8544531337237803
-4163667823969277427,0.8966781398751885
3552812983800087189,0.8838023521405381
2706346246917668274,0.9296822104338638
4653730693664545715,0.9943757651348791
4247699626393374160,0.9721799811778309
6962670823213779451,0.9974103635642143
9215439092645698092,0.9308088804732987
-8600080249341020165,0.9747807946633927
-6402062372968658256,0.8205914546841515
-2245865642014600894,0.9427233703471826
-8565901131316229741,0.9649745827582051
-4009282103120353591,0.9705215847912856
-795369910588989768,0.9682979630406406
-7953069587720831523,0.8168231077894995
8898624918093963190,0.9933037726342434
2233841196351765158,0.975550888544491
-6045502999376153192,0.9793835938033763
1349145957645931961,0.9086132353982229
-6417966771790123446,0.9491230676966316
7719857027067017307,0.9636864950896686
-4897276883879247528,0.9240124167417223
4696726114405039675,0
5509079039427758230,0.8664992203472108
-2316650173778466960,0.9465093132635322
-1475701498144664345,0.9588347869093004
-1585390730585663097,0.9537690232087715
-7221336373676436275,0.7734189574203691
8995275844685777109,0.9848963918402419
5793451997011396719,0.9485271540077821
7645031637168148427,0.9530906317216032
-2882270841052454693,1.0
-8830820756194144783,0.9823025524128867
670296187480398959,0.9661850022593951
5755672890062977607,1.0
5738094460499895551,0.8370752886820643
-7665066622706889405,0.92411142261835
-2786001154506175276,0.9187579618389676
-2834453331876889227,
3795038485528464805,0.9743019540096132
8935335957693757271,0.9938565332712705
974786333841645225,0.8623076762895839
6616912476194898827,0.9502359538592134
-2555683551298886738,0.9876212363929149
-8270110559399763842,0.8658150168818531
-2761395891262138389,0.8954685010253554
-6797735977740245512,0.9631863421743204
-1699013287606557786,0.9940940022577653
2945834115296599315,0.9649473106420785
-6152671228003344803,0.9492510867445032
-4877500979111398944,1.0
2180908486755018025,0.9262017696748036
-5808109178404451148,0.8767884024272474
-4812399888739059082,0.9422884276678364
3021061585797840209,0.9751970787428245
-5110171339682391983,0.9910136411933971
-1816240799142090061,0
-5962963588776939557,0.7687604572023322
5441411281255470421,0.9320955941115084
3009923076764060097,0.9746790532988796
4362475612973408490,0.9900235334001545
-8985282600825632800,0.8594036396192548
-8379159545296212228,0.9692842881970424
4869623695825197009,0.9605941076608292
-6287835628916867887,0.8714899574011693
-3379211820178878927,0.9930271058066122
5753468052583427636,
3714863082091290959,0
8880878446675817803,0.585920484468063
-8692093041318212588,0.7492546147522182
1723648347726358078,0.8615932807060717
-6732858677617602930,0.9724102104689218
7386212011339146581,0.9181160986387195
-26401044024280222,0.9812714180693517
3289087656202623707,0.8321540888336864
4460239715735327306,0.9418217315230464
-3662525776306974401,0.9815047057933587
5626921590597766540,0.9429249070287786
-1119814472601981400,0.9582595619366445
-2328419811456471739,0.9106829158429388
-4882048206656182224,0.9481098278705282
3337615796841930253,0.9857248183101562
6641102817171004033,0.8481479758635777
5555636527546791159,0.9781225419370156
-3326304224100786071,0.9742548122476413
5899991556453426748,0.9591720057872871
7235646170239225566,0.8848520028989012
-8881193089847653146,0.935706674603519
5550419275923682351,0.9852849720307999
-5378748579860251503,0.9475720334052398
-4384790432981809367,
-3346311704388045134,0.9697224945623364
-8978955744356268921,0.9463898733775016
-1510698651428021090,0.8255458077619676
3655266338260984902,0.9864606305630546
4108072275610990353,0.8656616724357856
8220218936256154798,0.8982846364553074
-6250681429162438912,0.991913557890237
5780054858486468208,0.864317706001623
-9053478484375274406,0.9393857061761413
4919747171209411715,0.886192415338837
2864275957596155312,0.9039664269223512
28255849811327939,0.9608239667948404
-7285582707213969170,0.962479416911982
1827422797737592316,0.9847380690864803
-6196626817879438880,0.8527282475858783
-2057444418581103529,0.8699695306301444
6720421112392653904,0.9420937771708896
-9182183735938852042,0.9843025223755638
27800351459316986,0.9373033299412799
-3358237151640751403,0.9093680063444223
-3152230253008355728,0.9784468339464114
-735320942951364048,0.8793799949091369
-1478053122978754257,0.8879598881821585
-1886191442981300792,0.9698698126354404
-8433756488979188283,0.9208984595772364
-4269116369333243091,0.9950663520198977
-5254581315611212759,0.8313048674051893
3163643558857795540,0.9855388689349555
8407094926193803908,0.8428271970402432
-6881830147976483569,0.950819779149096
-3303356727712180810,0.9938550015889318
-6584466910237419098,0.817884030272001
-1013451500741008318,0.9461110520564202
2698229246111286471,0.9899347424859702
-5299742224160386347,0.966803880521045
